PMID,Title,csv_name,SentenceIndex,Sentence,predicted_label_id,predicted_label
40411302,Ubiquitin-proteasome system in the different stages of dominantly inherited Alzheimer's disease.,AD,3,"Significant correlations were found between UPS proteins and Alzheimer's disease Alzheimer's disease biomarkers, especially between autophagy markers and late-stage tau biomarkers, microglia, and axonal degeneration.",0,Complex Sentence
40411302,Ubiquitin-proteasome system in the different stages of dominantly inherited Alzheimer's disease.,AD,4,DISCUSSION: The rise in ubiquitin-proteasome system proteins alongside tau-related markers suggests ubiquitin-proteasome system involvement in tau neurofibrillary tangles.,0,Complex Sentence
40411302,Ubiquitin-proteasome system in the different stages of dominantly inherited Alzheimer's disease.,AD,5,"Elevated CSF ubiquitin-proteasome system proteins in dominantly inherited Alzheimer's disease mutation carriers may serve as indicators of disease progression, and may support the ubiquitin-proteasome system as a therapeutic target in AD.",1,Compound Sentence
40411302,Ubiquitin-proteasome system in the different stages of dominantly inherited Alzheimer's disease.,AD,6,HIGHLIGHTS: This study ubiquitin-proteasome system the ubiquitin-proteasome system (UPS) in Dominantly Inherited Alzheimer's Disease dominantly inherited Alzheimer's disease highlighting early molecular changes linked to disease progression.,0,Complex Sentence
40411302,Ubiquitin-proteasome system in the different stages of dominantly inherited Alzheimer's disease.,AD,7,"ubiquitin-proteasome system SOMAscan proteomics, we identified significant ubiquitin-proteasome system protein alterations in cerebrospinal fluid of mutation carriers, notably up to 20 years before clinical symptom onset.",0,Complex Sentence
40411302,Ubiquitin-proteasome system in the different stages of dominantly inherited Alzheimer's disease.,AD,8,"Correlations between ubiquitin-proteasome system protein levels and Alzheimer's biomarkers, particularly tau and neurodegeneration markers, suggest a strong association between ubiquitin-proteasome system dysregulation and tau pathology in DIAD.",0,Complex Sentence
40411302,Ubiquitin-proteasome system in the different stages of dominantly inherited Alzheimer's disease.,AD,9,"Dynamic ubiquitin-proteasome system changes align with A/T biological staging: ubiquitin-proteasome system proteins were shown to increase across Aβ/tau (A/T) groups, with largest increases in the A+/T+ group, reinforcing their role in late-stage tau pathology and disease progression.",2,Compound-Complex Sentence
40411302,Ubiquitin-proteasome system in the different stages of dominantly inherited Alzheimer's disease.,AD,10,"These findings underscore the potential of ubiquitin-proteasome system proteins as early biomarkers for Alzheimer's disease progression and ubiquitin-proteasome system novel therapeutic targets, especially in tau-pathology-driven neurodegeneration.",0,Complex Sentence
40411302,Ubiquitin-proteasome system in the different stages of dominantly inherited Alzheimer's disease.,AD,11,"This work contributes to understanding AD pathogenesis, by emphasizing the importance of protein quality control systems and by offering avenues for future biomarker discovery and therapeutic development in Alzheimer's disease.",0,Complex Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,0,"BACKGROUND: High interleukin-6 levels correlate with diseases like cancer, autoimmune disorders, and infections.",4,Simple Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,1,"IL-6 receptor inhibitors (IL-6Ri), used for rheumatoid arthritis and COVID-19, may have wider uses.",0,Complex Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,2,We apply drug-target Mendelian Randomization (MR) to study IL-6Ri's effects.,4,Simple Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,3,"METHOD: To simulate the effects of genetically blocking the IL-6R, we selected single nucleotide polymorphisms (SNPs) within or near the IL6R gene that show significant genome-wide associations with C-reactive protein.",0,Complex Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,4,"Using rheumatoid arthritis and COVID-19 as positive controls, our primary research outcomes included the risk of asthma, asthmatic pneumonia, cor pulmonale, non-small cell lung cancer, small cell lung cancer, Parkinson's disease, Alzheimer's disease, ulcerative colitis, Crohn's disease, systemic lupus erythematosus, type 1 diabetes, and type 2 diabetes.",0,Complex Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,5,"The Inverse Variance Weighted (IVW) method served as our principal analytical approach, with the hypotheses of MR being evaluated through sensitivity and colocalization analyses.",0,Complex Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,6,"Additionally, we conducted Bayesian Mendelian Randomization analyses to minimize confounding and reverse causation biases to the greatest extent possible.",0,Complex Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,7,"RESULTS: IL-6 inhibitors significantly reduced the risk of idiopathic pulmonary fibrosis (OR= 0.278, 95% [CI], 0.138-0.558; P <0.001), Parkinson's disease (OR = 0.354, 95% CI, 0.215-0.582; P <0.001), and positively influenced the causal relationship with Type 2 diabetes (OR = 0.759, 95% CI, 0.637-0.905; P = 0.002).",2,Compound-Complex Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,8,"However, these inhibitors increased the risk for asthma (OR = 1.327, 95% CI, 1.118-1.576; P = 0.001) and asthmatic pneumonia (OR = 1.823, 95% CI, 1.246-2.666; P = 0.002).",0,Complex Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,9,The causal effect estimates obtained via the BWMR method are consistent with those based on the IVW approach.,4,Simple Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,10,"Similarly, sIL-6R also exerts a significant influence on these diseases.Diseases such as Alzheimer's disease, Crohn's disease, pulmonary heart disease, systemic lupus erythematosus, Type 1 diabetes, Non-small cell lung cancer and ulcerative colitis showed non-significant associations (p > 0.05) and were excluded from further analysis.",0,Complex Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,11,"Similarly, Small cell lung cancer were excluded due to inconsistent results.",4,Simple Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,12,"Notably, the colocalization evidence for asthmatic pneumonia (coloc.abf-PPH4 = 0.811) robustly supports its association with CRP.",0,Complex Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,13,The colocalization evidence for Parkinson's disease (coloc.abf-PPH4 = 0.725) moderately supports its association with CRP.,4,Simple Sentence
39229261,IL6 receptor inhibitors: exploring the therapeutic potential across multiple diseases through drug target Mendelian randomization.,AD,14,"CONCLUSION: IL-6Ri may represent a promising therapeutic avenue for idiopathic pulmonary fibrosis, Parkinson's disease, and Type 2 diabetes.",4,Simple Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,0,"BACKGROUND AND OBJECTIVES: Alzheimer disease (AD) copathologies of β-amyloid and tau are common in the Lewy body diseases (LBD), dementia with Lewy bodies (DLB) and Parkinson disease (PD), and target distinct hippocampal subfields compared with Lewy pathology, including subiculum and CA1.",1,Compound Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,1,We investigated the hypothesis that Alzheimer disease copathologies impact the pattern of hippocampal subregion volume loss and cognitive function in LBD.,4,Simple Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,2,"METHODS: This was a cross-sectional and longitudinal, single-center, observational cohort study.",4,Simple Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,3,Participants underwent neuropsychological testing and 3T-MRI with hippocampal segmentation using FreeSurferV7.,4,Simple Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,4,PiB-PET and flortaucipir-PET imaging of comorbid β-amyloid (A) and tau (T) were acquired.,4,Simple Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,5,"The association of functional cognition, β-amyloid and tau loads with hippocampal subregion volume was assessed.",4,Simple Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,6,The contribution of subregion volumes to the relationship of AD-related deposits on functional cognition was examined with mediation analysis.,4,Simple Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,7,The effects of AD-related deposits on the rate of subregion atrophy were evaluated with mixed-effects models.,4,Simple Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,8,"RESULTS: Of 103 participants (mean age: 70.3 years; 37.3% female), 52 had Lewy body diseases with impaired cognition (LBD-I), 26 had normal cognition (LBD-N), and 25 were A- healthy controls (HCs).",1,Compound Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,9,"Volumes of hippocampal subregions prone to Alzheimer disease copathologies, including subiculum (F = 6.9, p β-amyloid 0.002), presubiculum (F = 7.3, p = 0.001), and parasubiculum (F = 5.9, p = 0.004), were reduced in Lewy body diseases with impaired cognition compared with Lewy body diseases with normal cognition and Healthy controls Volume was preserved in CA2/3, Lewy pathology susceptible subregions.",0,Complex Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,10,"In Lewy body diseases Lewy body diseases with impaired cognition CA1, subiculum, and presubiculum volumes were associated with greater functional cognitive impairment (all p < 0.05).",4,Simple Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,11,"β-amyloid with Healthy controls subiculum volume was reduced in A+T+ but not A-T- Healthy controls (F = 2.62, p = 0.043).",4,Simple Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,12,"β-amyloid subiculum Lewy body diseases with impaired cognition mediated the effect of amyloid on functional cognition (0.12, 95% CI: 0.005 to 0.26, p = 0.040).",4,Simple Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,13,In Lewy body diseases with impaired cognition longitudinally-evaluated Healthy controls baseline tau deposition was associated with faster Lewy body diseases with impaired cognition (p = 0.021) and Lewy body diseases with impaired cognition (p = 0.002) atrophy.,0,Complex Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,14,DISCUSSION: In Lewy body diseases volume loss in hippocampal output subregions-particularly the subiculum-is associated with functional cognition and AD-related deposits.,0,Complex Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,15,"Tau deposition appears to accelerate subiculum and CA1 atrophy, whereas Aβ does not.",1,Compound Sentence
38815233,Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,AD,16,Lewy body diseases volume may have value as a biomarker of Alzheimer disease copathology-mediated neurodegeneration and disease progression.,4,Simple Sentence
39820097,Screening of Aβ and phosphorylated tau status in the cerebrospinal fluid through machine learning analysis of portable electroencephalography data.,AD,0,Diagnosing Alzheimer's disease (AD) through pathological markers is typically costly and invasive.,4,Simple Sentence
39820097,Screening of Aβ and phosphorylated tau status in the cerebrospinal fluid through machine learning analysis of portable electroencephalography data.,AD,1,"This study aims to find a noninvasive, cost-effective method using portable electroencephalography (EEG) to detect changes in AD-related biomarkers in cerebrospinal fluid (CSF).",0,Complex Sentence
39820097,Screening of Aβ and phosphorylated tau status in the cerebrospinal fluid through machine learning analysis of portable electroencephalography data.,AD,2,"A total of 102 patients, both with and without AD-related biomarker changes (amyloid beta and phosphorylated tau), were recorded using a 2-minute resting-state portable EEG.",0,Complex Sentence
39820097,Screening of Aβ and phosphorylated tau status in the cerebrospinal fluid through machine learning analysis of portable electroencephalography data.,AD,3,A machine-learning algorithm then analyzed the EEG data to identify these biomarker changes.,4,Simple Sentence
39820097,Screening of Aβ and phosphorylated tau status in the cerebrospinal fluid through machine learning analysis of portable electroencephalography data.,AD,4,"The results showed that the machine learning model could distinguish patients with AD-related biomarker changes, achieving 68.1% accuracy (AUROC 0.75) for amyloid beta and 71.2% accuracy (AUROC 0.77) for phosphorylated tau, with gamma activities being key features.",0,Complex Sentence
39820097,Screening of Aβ and phosphorylated tau status in the cerebrospinal fluid through machine learning analysis of portable electroencephalography data.,AD,5,"When excluding cases with idiopathic normal pressure hydrocephalus, accuracy improved to 74.1% (AUROC 0.80) for amyloid beta and 73.1% (AUROC 0.80) for phosphorylated tau.",0,Complex Sentence
39820097,Screening of Aβ and phosphorylated tau status in the cerebrospinal fluid through machine learning analysis of portable electroencephalography data.,AD,6,"This study suggests that portable EEG combined with machine learning is a promising noninvasive and cost-effective tool for early AD-related pathological marker screening, which could enhance neurophysiological understanding and diagnostic accessibility.",0,Complex Sentence
40557139,Longitudinal associations between amyloid and symptoms of depression and anxiety in subjective cognitive decline: the impact of personality characteristics.,AD,0,"INTRODUCTION: Depressive/anxiety symptoms are common in subjective cognitive decline subjective cognitive decline and may relate to Alzheimer's pathology, potentially modulated by personality characteristics.",0,Complex Sentence
40557139,Longitudinal associations between amyloid and symptoms of depression and anxiety in subjective cognitive decline: the impact of personality characteristics.,AD,1,"METHODS: Depressive/anxiety symptoms were assessed over 4 ± 2 years in 329 subjective cognitive decline (88 amyloid-positive/241 amyloid-negative) using Geriatric Depression Scale-15 (GDS), Center for Epidemiological Studies-Depression (CES-D), and Hospital Anxiety and Depression Scale-Anxiety (HADS-A).",0,Complex Sentence
40557139,Longitudinal associations between amyloid and symptoms of depression and anxiety in subjective cognitive decline: the impact of personality characteristics.,AD,2,"Mixed-effects models assessed associations between amyloid status status and these symptoms, with neuroticism and somatization amyloid status effect-modifiers.",0,Complex Sentence
40557139,Longitudinal associations between amyloid and symptoms of depression and anxiety in subjective cognitive decline: the impact of personality characteristics.,AD,3,RESULTS: amyloid status status was not directly associated with amyloid status CES-D or HADS-A.,4,Simple Sentence
40557139,Longitudinal associations between amyloid and symptoms of depression and anxiety in subjective cognitive decline: the impact of personality characteristics.,AD,4,"However, neuroticism modified the association between amyloid status status and GDS (p<0.05).",4,Simple Sentence
40557139,Longitudinal associations between amyloid and symptoms of depression and anxiety in subjective cognitive decline: the impact of personality characteristics.,AD,5,"In lower neuroticism, amyloid positivity positivity was associated with GDS increase (β:0.10 ± 0.08), but not in higher neuroticism (β:-0.04 ± 0.12).",1,Compound Sentence
40557139,Longitudinal associations between amyloid and symptoms of depression and anxiety in subjective cognitive decline: the impact of personality characteristics.,AD,6,Somatization modified the association between amyloid status status and CES-D (p<0.05).,4,Simple Sentence
40557139,Longitudinal associations between amyloid and symptoms of depression and anxiety in subjective cognitive decline: the impact of personality characteristics.,AD,7,"In lower somatization, amyloid positivity positivity was associated with CES-D increase (β:0.65 ± 0.23), but not in higher somatization (β:-0.12 ± 0.29).",1,Compound Sentence
40557139,Longitudinal associations between amyloid and symptoms of depression and anxiety in subjective cognitive decline: the impact of personality characteristics.,AD,8,"DISCUSSION: amyloid positivity individuals amyloid positivity lower neuroticism/somatization increased more in depressive/anxiety symptoms over time, suggesting a preclinical AD-related depressive phenotype.",0,Complex Sentence
40933757,Blood biomarkers for Alzheimer's disease: Reliable change and impacts of renal and blood-brain barrier function.,AD,0,"INTRODUCTION: Blood-based biomarkers for Alzheimer's disease (AD) have the potential to improve diagnostic accessibility, but their clinical interpretation requires understanding of variability and biological influences.",1,Compound Sentence
40933757,Blood biomarkers for Alzheimer's disease: Reliable change and impacts of renal and blood-brain barrier function.,AD,1,METHODS: We repeatedly sampled blood from 57 adults referred for lumbar puncture as part of a cognitive evaluation at a memory clinic.,4,Simple Sentence
40933757,Blood biomarkers for Alzheimer's disease: Reliable change and impacts of renal and blood-brain barrier function.,AD,2,We measured serum phosphorylated- tau-181 (s-p-tau181) and plasma amyloid beta (Aβ)42/40 ratio (p-Aβ42/Aβ40) and evaluated the impact of renal and blood-brain barrier (BBB) function.,1,Compound Sentence
40933757,Blood biomarkers for Alzheimer's disease: Reliable change and impacts of renal and blood-brain barrier function.,AD,3,RESULTS: Test-retest analysis revealed large variability of s-p-tau181 and small for p-Aβ42/Aβ40.,4,Simple Sentence
40933757,Blood biomarkers for Alzheimer's disease: Reliable change and impacts of renal and blood-brain barrier function.,AD,4,"Markers of renal function and BBB integrity significantly influenced s-p-tau181 levels, whereas p-Aβ42/Aβ40 was not affected.",1,Compound Sentence
40933757,Blood biomarkers for Alzheimer's disease: Reliable change and impacts of renal and blood-brain barrier function.,AD,5,DISCUSSION: This study emphasizes the need for caution when interpreting longitudinal changes in s-p-tau181.,4,Simple Sentence
40933757,Blood biomarkers for Alzheimer's disease: Reliable change and impacts of renal and blood-brain barrier function.,AD,6,Inter-individual variability is to a large degree due to susceptibility to biological influences where a novel association with integrity of BBB function were identified.,0,Complex Sentence
40933757,Blood biomarkers for Alzheimer's disease: Reliable change and impacts of renal and blood-brain barrier function.,AD,7,These results have implications for the clinical application of blood-based biomarkers in AD diagnostics and monitoring.,4,Simple Sentence
40933757,Blood biomarkers for Alzheimer's disease: Reliable change and impacts of renal and blood-brain barrier function.,AD,8,HIGHLIGHTS: Blood phosphorylated- tau-181 (p-tau181) shows high test-retest variability in memory clinic patients.Blood amyloid beta (Aβ)42/Aβ40 ratio is stable but has poor diagnostic accuracy.Renal function and blood-brain barrier (BBB) integrity affect blood p-tau181 levels.Caution is needed when interpreting longitudinal changes in blood p-tau181.Renal and BBB disorders should be considered when assessing blood p-tau181.,0,Complex Sentence
40909550,Modified tau leads to neuronal and global ribosome dysfunction in C. elegans model of tauopathy.,AD,0,Alzheimer's disease Alzheimer's disease is a neurodegenerative disease characterized by an early loss of memory formation which requires protein synthesis.,0,Complex Sentence
40909550,Modified tau leads to neuronal and global ribosome dysfunction in C. elegans model of tauopathy.,AD,1,Tau is an intrinsically disordered protein and is subject to extensive post-translational modifications (PTMs).,1,Compound Sentence
40909550,Modified tau leads to neuronal and global ribosome dysfunction in C. elegans model of tauopathy.,AD,2,Some PTMs have been shown to alter localization of Tau and allow Tau to disrupt protein translation.,0,Complex Sentence
40909550,Modified tau leads to neuronal and global ribosome dysfunction in C. elegans model of tauopathy.,AD,3,Protein interactome studies indicate that tau might interact with ribosomal proteins.,4,Simple Sentence
40909550,Modified tau leads to neuronal and global ribosome dysfunction in C. elegans model of tauopathy.,AD,4,"Therefore, we hypothesized that Tau is causing ribosomal dysfunction as an early event and this interaction is dependent on tau's PTMs.",1,Compound Sentence
40909550,Modified tau leads to neuronal and global ribosome dysfunction in C. elegans model of tauopathy.,AD,5,"To test this, we used a C. elegans strain expressing single copy insertion of human Tau as well as two of the most frequent modified versions of Tau in mechanosensory neurons.",0,Complex Sentence
40909550,Modified tau leads to neuronal and global ribosome dysfunction in C. elegans model of tauopathy.,AD,6,"With we assay to measure translation, we showed that in we T231 phosphorylation mimetic strain, there was a significant decrease in neuronal translation.",0,Complex Sentence
40909550,Modified tau leads to neuronal and global ribosome dysfunction in C. elegans model of tauopathy.,AD,7,This mimetic strain also showed a significant decrease in median lifespan and locomotion.,4,Simple Sentence
40909550,Modified tau leads to neuronal and global ribosome dysfunction in C. elegans model of tauopathy.,AD,8,"Unexpectedly, in all we Tau-expressing strains, we detected a significant decrease in whole worm translation, suggesting a possible role of Tau to influence translation in other tissues in worm.",0,Complex Sentence
40909550,Modified tau leads to neuronal and global ribosome dysfunction in C. elegans model of tauopathy.,AD,9,"we in vitro, in vivo and ex vivo efforts to demonstrate tau-ribosome association via fluorescent polysome profiling have shown that there is no direct association between Tau and the ribosome.",0,Complex Sentence
40909550,Modified tau leads to neuronal and global ribosome dysfunction in C. elegans model of tauopathy.,AD,10,Ribosome dysfunction caused by modified Tau could be an early event in Alzheimer's disease pathology before the pathological hallmarks appear.,4,Simple Sentence
41010550,Early Oral Administration of D-Chiro-Inositol Reverses Hippocampal Insulin and Glutamate Signaling Deficits in the 3×Tg Humanized Mouse Model of Alzheimer's Disease.,AD,0,"Background and Objective: Humanized models of Alzheimer's disease Alzheimer's disease provide valuable tools for investigating the mechanisms of this neurodegenerative disorder, the leading cause of dementia.",0,Complex Sentence
41010550,Early Oral Administration of D-Chiro-Inositol Reverses Hippocampal Insulin and Glutamate Signaling Deficits in the 3×Tg Humanized Mouse Model of Alzheimer's Disease.,AD,1,These models enable the study of Alzheimer's disease progression and the potential disease-modifying properties of drugs or dietary nutrients delivered through nutrition.,4,Simple Sentence
41010550,Early Oral Administration of D-Chiro-Inositol Reverses Hippocampal Insulin and Glutamate Signaling Deficits in the 3×Tg Humanized Mouse Model of Alzheimer's Disease.,AD,2,"Here, we examine molecular markers of metabolic and synaptic dysfunction in the hippocampus of 6-month-old 3×Tg-AD mice and assess whether a dietary insulin sensitizer can delay synaptic decline.",0,Complex Sentence
41010550,Early Oral Administration of D-Chiro-Inositol Reverses Hippocampal Insulin and Glutamate Signaling Deficits in the 3×Tg Humanized Mouse Model of Alzheimer's Disease.,AD,3,Methods: First we characterized the molecular phenotype of 3×Tg-AD mice 12 months using shotgun proteomics and phosphoproteomics to assess metabolic and synaptic changes in the hippocampus.,0,Complex Sentence
41010550,Early Oral Administration of D-Chiro-Inositol Reverses Hippocampal Insulin and Glutamate Signaling Deficits in the 3×Tg Humanized Mouse Model of Alzheimer's Disease.,AD,4,"Then, we characterized the effects of early daily oral D-chiro-inositol D-chiro-inositol (DCI) Gyneos(®)) for three months, starting at 3 months of age, to test restoration of insulin signaling and glutamatergic synaptic markers.",0,Complex Sentence
41010550,Early Oral Administration of D-Chiro-Inositol Reverses Hippocampal Insulin and Glutamate Signaling Deficits in the 3×Tg Humanized Mouse Model of Alzheimer's Disease.,AD,5,"To this end we evaluated a) insulin signaling pathway components (insulin receptor, IRS1, PI3K, AKT, GSK3β) at mRNA, protein, and phosphorylation levels, and b) the expression of glutamate receptors (mGluR5, GluR1, GluR2, NMDAR1, NMDAR2A, NMDAR2B).",1,Compound Sentence
41010550,Early Oral Administration of D-Chiro-Inositol Reverses Hippocampal Insulin and Glutamate Signaling Deficits in the 3×Tg Humanized Mouse Model of Alzheimer's Disease.,AD,6,Sex effects were explored.,4,Simple Sentence
41010550,Early Oral Administration of D-Chiro-Inositol Reverses Hippocampal Insulin and Glutamate Signaling Deficits in the 3×Tg Humanized Mouse Model of Alzheimer's Disease.,AD,7,"Results: 12-month 3×Tg-AD mice exhibit metabolic and synaptic dysfunction in the hippocampus, with phosphoproteomic changes suggesting altered glutamatergic synapses.",0,Complex Sentence
41010550,Early Oral Administration of D-Chiro-Inositol Reverses Hippocampal Insulin and Glutamate Signaling Deficits in the 3×Tg Humanized Mouse Model of Alzheimer's Disease.,AD,8,"At 6 months, disruptions in insulin signaling were evident, including altered expression and phosphorylation of insulin pathway components, and changes in glutamate receptor subunits.",0,Complex Sentence
41010550,Early Oral Administration of D-Chiro-Inositol Reverses Hippocampal Insulin and Glutamate Signaling Deficits in the 3×Tg Humanized Mouse Model of Alzheimer's Disease.,AD,9,Early D-chiro-inositol (DCI) treatment largely reversed these alterations.,4,Simple Sentence
41010550,Early Oral Administration of D-Chiro-Inositol Reverses Hippocampal Insulin and Glutamate Signaling Deficits in the 3×Tg Humanized Mouse Model of Alzheimer's Disease.,AD,10,Several effects showed sex dependency.,4,Simple Sentence
41010550,Early Oral Administration of D-Chiro-Inositol Reverses Hippocampal Insulin and Glutamate Signaling Deficits in the 3×Tg Humanized Mouse Model of Alzheimer's Disease.,AD,11,"Conclusions: Early insulin-sensitizing intervention via D-chiro-inositol (DCI) can restore insulin signaling and counteract hippocampal synaptic impairments in this Alzheimer's disease model, supporting the potential for nutrient-based strategies to delay synaptic decline.",0,Complex Sentence
41010550,Early Oral Administration of D-Chiro-Inositol Reverses Hippocampal Insulin and Glutamate Signaling Deficits in the 3×Tg Humanized Mouse Model of Alzheimer's Disease.,AD,12,Sex differences underscore the need to tailor therapeutic approaches in modifying Alzheimer's disease progression.,4,Simple Sentence
40405270,Influence of co-pathology on CSF and plasma synaptic markers SNAP25 and VAMP2 in Alzheimer's disease and Parkinson's disease.,AD,0,"BACKGROUND: Synaptic dysfunction is a relevant feature of Alzheimer's disease (AD) and Parkinson's disease (PD) and can be quantified through the measurement of cerebrospinal fluid Cerebrospinal fluid synaptic markers, such as the presynaptic proteins synaptosomal-associated protein 25 kDa (SNAP25) and vesicle-associated membrane protein 2 (VAMP2).",2,Compound-Complex Sentence
40405270,Influence of co-pathology on CSF and plasma synaptic markers SNAP25 and VAMP2 in Alzheimer's disease and Parkinson's disease.,AD,1,Plasma-based assays for synaptic markers are also emerging.,4,Simple Sentence
40405270,Influence of co-pathology on CSF and plasma synaptic markers SNAP25 and VAMP2 in Alzheimer's disease and Parkinson's disease.,AD,2,"In neurodegenerative diseases, synaptic dysfunction can be directly driven by proteinopathies such as amyloidosis (A), tauopathy (T), and α-synucleinopathy (S), which in turn can be detected via Cerebrospinal fluid biomarkers.",0,Complex Sentence
40405270,Influence of co-pathology on CSF and plasma synaptic markers SNAP25 and VAMP2 in Alzheimer's disease and Parkinson's disease.,AD,3,"This observational study aimed to: (i) evaluate the concordance of SNAP25 and VAMP2 in Cerebrospinal fluid and plasma; (ii) compare SNAP25 and VAMP2 concentrations in Cerebrospinal fluid and plasma across AD, PD, and control groups; (iii) examine the impact on synaptic markers concentration of Cerebrospinal fluid α-synuclein seed amplification assay (αS-SAA) positivity (S+) in AD, and (iv) of Cerebrospinal fluid amyloid/tau (A+/T+) positivity in PD.",1,Compound Sentence
40405270,Influence of co-pathology on CSF and plasma synaptic markers SNAP25 and VAMP2 in Alzheimer's disease and Parkinson's disease.,AD,4,"METHODS: We included 80 Alzheimer's disease patients (preclinical, mild cognitive impairment [MCI], and dementia stages), 47 Parkinson's disease patients, and 41 controls with other neurological diseases (OND) and known Cerebrospinal fluid A/T/S profiles.",1,Compound Sentence
40405270,Influence of co-pathology on CSF and plasma synaptic markers SNAP25 and VAMP2 in Alzheimer's disease and Parkinson's disease.,AD,5,"All Alzheimer's disease and 5/47 PD patients were Cerebrospinal fluid A+/T+, while 26/80 Alzheimer's disease and all PD patients were Cerebrospinal fluid S+.",1,Compound Sentence
40405270,Influence of co-pathology on CSF and plasma synaptic markers SNAP25 and VAMP2 in Alzheimer's disease and Parkinson's disease.,AD,6,All OND had a non-A+/T + and a S - profile.,4,Simple Sentence
40405270,Influence of co-pathology on CSF and plasma synaptic markers SNAP25 and VAMP2 in Alzheimer's disease and Parkinson's disease.,AD,7,SNAP25 and VAMP2 concentrations in CSF and plasma were measured using Simoa-based immunoassays.,4,Simple Sentence
40405270,Influence of co-pathology on CSF and plasma synaptic markers SNAP25 and VAMP2 in Alzheimer's disease and Parkinson's disease.,AD,8,"RESULTS: Cerebrospinal fluid and plasma SNAP25 were positively correlated, but no correlation was observed for VAMP2 in these matrices.",1,Compound Sentence
40405270,Influence of co-pathology on CSF and plasma synaptic markers SNAP25 and VAMP2 in Alzheimer's disease and Parkinson's disease.,AD,9,Cerebrospinal fluid and plasma SNAP25 and Cerebrospinal fluid VAMP2 were higher in Alzheimer's disease compared to PD and OND.,4,Simple Sentence
40405270,Influence of co-pathology on CSF and plasma synaptic markers SNAP25 and VAMP2 in Alzheimer's disease and Parkinson's disease.,AD,10,Synaptic markers were elevated in preclinical AD and remained stable across MCI-AD and AD dementia stages.,4,Simple Sentence
