PMID,Title,Abstract,csv_name
38415908,"The Bio-Hermes Study: Biomarker database developed to investigate blood-based and digital biomarkers in community-based, diverse populations clinically screened for Alzheimer's disease.","INTRODUCTION: Alzheimer's disease (AD) trial participants are often screened for eligibility by brain amyloid positron emission tomography/cerebrospinal fluid (PET/CSF), which is inefficient as many are not amyloid positive. Use of blood-based biomarkers may reduce screen failures. METHODS: We recruited 755 non-Hispanic White, 115 Hispanic, 112 non-Hispanic Black, and 19 other minority participants across groups of cognitively normal (n = 417), mild cognitive impairment (n = 312), or mild AD (n = 272) participants. Plasma amyloid beta (Aβ)40, Aβ42, Aβ42/Aβ40, total tau, phosphorylated tau (p-tau)181, and p-tau217 were measured; amyloid PET/CSF (n = 956) determined amyloid positivity. Clinical, blood biomarker, and ethnicity/race differences associated with amyloid status were evaluated. RESULTS: Greater impairment, older age, and carrying an apolipoprotein E (apoE) ε4 allele were associated with greater amyloid burden. Areas under the receiver operating characteristic curve for amyloid status of plasma Aβ42/Aβ40, p-tau181, and p-tau217 with amyloid positivity were ≥ 0.7117 for all ethnoracial groups (p-tau217, ≥0.8128). Age and apoE ε4 adjustments and imputation of biomarker values outside limit of quantitation provided small improvement in predictive power. DISCUSSION: Blood-based biomarkers are highly associated with amyloid PET/CSF results in diverse populations enrolled at clinical trial sites. HIGHLIGHTS: Amyloid beta (Aβ)42/Aβ40, phosphorylated tau (p-tau)181, and p-tau 217 blood-based biomarkers predicted brain amyloid positivity. P-tau 217 was the strongest predictor of brain amyloid positivity. Biomarkers from diverse ethnic, racial, and clinical cohorts predicted brain amyloid positivity. Community-based populations have similar Alzheimer's disease (AD) biomarker levels as other populations. A prescreen process with blood-based assays may reduce the number of AD trial screen failures.",AD
39821479,Plasma N-terminal tau fragment is an amyloid-dependent biomarker in Alzheimer's disease.,"INTRODUCTION: Novel fluid biomarkers for tracking neurodegeneration specific to Alzheimer's disease (AD) are greatly needed. METHODS: Using two independent well-characterized cohorts (n = 881 in total), we investigated the group differences in plasma N-terminal tau (NT1-tau) fragments across different AD stages and their association with cross-sectional and longitudinal amyloid beta (Aβ) plaques, tau tangles, brain atrophy, and cognitive decline. RESULTS: Plasma NT1-tau significantly increased in symptomatic AD and displayed positive associations with Aβ PET (positron emission tomography) and tau PET. Higher baseline NT1-tau levels predicted greater tau PET, with 2- to 10-year intervals and faster longitudinal Aβ PET increases, AD-typical neurodegeneration, and cognitive decline. Plasma NT1-tau showed negative correlations with baseline regional brain volume and thickness, superior to plasma brain-derived tau (BD-tau) and neurofilament light (NfL) in Aβ-positive participants. DISCUSSION: This study suggests that plasma NT1-tau is an Aβ-dependent biomarker and outperforms BD-tau and NfL in detecting cross-sectional neurodegeneration in the AD continuum. HIGHLIGHTS: Plasma N-terminal tau (NT1-tau) was specifically increased in the A+/T+ stage. Plasma NT1-tau was positively associated with greater amyloid beta (Aβ) and tau PET (positron emission tomography) accumulations. Higher plasma NT1-tau predicted greater tau burden and faster Aβ increases. Plasma NT1-tau was more related to neurodegeneration than plasma brain-derived tau (BD-tau) and neurofilament light (NfL).",AD
38185677,Comparison of immunoassay- with mass spectrometry-derived p-tau quantification for the detection of Alzheimer's disease pathology.,"BACKGROUND: Antibody-based immunoassays have enabled quantification of very low concentrations of phosphorylated tau (p-tau) protein forms in cerebrospinal fluid (CSF), aiding in the diagnosis of AD. Mass spectrometry enables absolute quantification of multiple p-tau variants within a single run. The goal of this study was to compare the performance of mass spectrometry assessments of p-tau(181), p-tau(217) and p-tau(231) with established immunoassay techniques. METHODS: We measured p-tau(181), p-tau(217) and p-tau(231) concentrations in CSF from 173 participants from the TRIAD cohort and 394 participants from the BioFINDER-2 cohort using both mass spectrometry and immunoassay methods. All subjects were clinically evaluated by dementia specialists and had amyloid-PET and tau-PET assessments. Bland-Altman analyses evaluated the agreement between immunoassay and mass spectrometry p-tau(181), p-tau(217) and p-tau(231). P-tau associations with amyloid-PET and tau-PET uptake were also compared. Receiver Operating Characteristic (ROC) analyses compared the performance of mass spectrometry and immunoassays p-tau concentrations to identify amyloid-PET positivity. RESULTS: Mass spectrometry and immunoassays of p-tau(217) were highly comparable in terms of diagnostic performance, between-group effect sizes and associations with PET biomarkers. In contrast, p-tau(181) and p-tau(231) concentrations measured using antibody-free mass spectrometry had lower performance compared with immunoassays. CONCLUSIONS: Our results suggest that while similar overall, immunoassay-based p-tau biomarkers are slightly superior to antibody-free mass spectrometry-based p-tau biomarkers. Future work is needed to determine whether the potential to evaluate multiple biomarkers within a single run offsets the slightly lower performance of antibody-free mass spectrometry-based p-tau quantification.",AD
39749650,The Effect of APOE ε4 on Alzheimer's Disease Fluid Biomarkers: A Cross-Sectional Study Based on the COAST.,"AIMS: To analyze the effect of APOE ε4 on fluid biomarkers and the correlations between blood molecules and CSF biomarkers in AD patients. METHODS: This study enrolled 575 AD patients, 131 patients with non-AD dementia, and 112 cognitively normal (CN) participants, and AD patients were divided into APOE ε4 carriers and non-carriers. Cerebrospinal fluid (CSF) biomarkers and blood-derived biomolecules were compared between AD and CN groups, between non-AD dementia and CN groups, as well as within APOE ε4 subgroups of AD patients. Utilizing Spearman's correlation analysis and quantile regression analysis, the relationships between blood-derived biomolecules and CSF biomarkers were analyzed in APOE ε4 carriers and non-carriers. RESULTS: The levels of CSF biomarkers and blood molecules exhibited significant differences between the AD and CN groups, including Aβ42, t-tau, p-tau 181, high-density lipoprotein, low-density lipoprotein (LDL), and uric acid. In AD patients, APOE ε4 carriers had increased levels of CSF t-tau, p-tau 181, and plasma LDL. In the correlation and regression analyses, the negative relationships between plasma TG and t-tau, between plasma TG and p-tau 181 levels, as well as the positive relationship between serum IgA and CSF Aβ42, were observed significantly in APOE ε4+ AD groups, but not in APOE ε4- AD group. CONCLUSION: APOE ε4 is associated with accelerated progression of AD pathology. The blood-derived biomolecules correlated with CSF biomarkers in APOE ε4 carriers are related to neuroinflammation and lipid metabolism, which may indicate the role of APOE ε4 in AD pathophysiology and offer insights for diagnostic and therapeutic strategies for AD. TRIAL REGISTRATION: ClinicalTrials.gov identifier: NCT03653156.",AD
40464420,[Cerebrospinal Fluid Biomarker Profile in Atypical Alzheimer's Disease].,"INTRODUCTION: Cerebrospinal fluid (CSF) biomarkers for Alzheimer's disease (AD) are essential for the early identification of non-amnestic phenotypes. Increased levels of total tau (t-tau) and phosphorylated tau (p-tau) have been reported in atypical AD cases, although the specific pattern remains a subject of debate. This study aimed to evaluate CSF biomarker profiles in relation to clinical phenotype. MATERIALS AND METHODS: A retrospective review was performed, analyzing demographic data, time to diagnosis, clinical phenotype, and core AD biomarkers (beta-amyloid peptide 1-42 (Aβ1-42), t-tau, p-tau) in CSF from patients evaluated at University Hospital in Navarra between 2019 and 2022. RESULTS: The study included 57 patients (54% female, mean age 67 years), of whom 41 met AD diagnostic criteria. Among these, 10 patients (25%) presented with atypical phenotypes (50% aphasic, 30% frontal, 20% mixed non-amnestic). Compared with the amnestic phenotype, the atypical group exhibited significantly higher t-tau (562.9 pg/mL vs 320.3 pg/mL, p = 0.021) and p-tau (81.5 pg/mL vs 37.7 pg/mL, p = 0.016) levels, independent of age, sex, and time to diagnosis. CONCLUSIONS: Atypical cases demonstrated increased tau levels, suggesting earlier and more extensive cortical damage than the amnestic phenotype. These findings underscore the significance of CSF biomarkers in phenotypic differentiation, disease course prediction, and individualized treatment strategies for AD.",AD
38725083,Cerebrospinal fluid α-synuclein adds the risk of cognitive decline and is associated with tau pathology among non-demented older adults.,"BACKGROUND: The role of α-synuclein in dementia has been recognized, yet its exact influence on cognitive decline in non-demented older adults is still not fully understood. METHODS: A total of 331 non-demented individuals were included in the study from the Alzheimer's Disease Neuroimaging Initiative (ADNI). Participants were divided into two distinct groups based on their α-synuclein levels: one with lower levels (α-synuclein-L) and another with higher levels (α-synuclein-H). Measurements included neuropsychiatric scales, cerebrospinal fluid (CSF) biomarkers, and blood transcriptomics. The linear mixed-effects model investigated the longitudinal changes in cognition. Kaplan-Meier survival analysis and the Cox proportional hazards model were utilized to evaluate the effects of different levels of α-synuclein on dementia. Gene set enrichment analysis (GSEA) was utilized to investigate the biological pathways related to cognitive impairment. Pearson correlation, multiple linear regression models, and mediation analysis were employed to investigate the relationship between α-synuclein and neurodegenerative biomarkers, and their potential mechanisms affecting cognition. RESULTS: Higher CSF α-synuclein levels were associated with increased risk of cognitive decline and progression to dementia. Enrichment analysis highlighted the activation of tau-associated and immune response pathways in the α-synuclein-H group. Further correlation and regression analysis indicated that the CSF α-synuclein levels were positively correlated with CSF total tau (t-tau), phosphorylated tau (p-tau) 181, tumor necrosis factor receptor 1 (TNFR1) and intercellular cell adhesion molecule-1 (ICAM-1). Mediation analysis further elucidated that the detrimental effects of CSF α-synuclein on cognition were primarily mediated through CSF t-tau and p-tau. Additionally, it was observed that CSF α-synuclein influenced CSF t-tau and p-tau181 levels via inflammatory pathways involving CSF TNFR1 and ICAM-1. CONCLUSIONS: These findings elucidate a significant connection between elevated levels of CSF α-synuclein and the progression of cognitive decline, highlighting the critical roles of activated inflammatory pathways and tau pathology in this association. They underscore the importance of monitoring CSF α-synuclein levels as a promising biomarker for identifying individuals at increased risk of cognitive deterioration and developing dementia.",AD
40017276,Association of Rapidly Elevated Plasma Tau Protein With Cognitive Decline in Patients With Amnestic Mild Cognitive Impairment and Alzheimer's Disease.,"OBJECTIVE: Whether elevation in plasma levels of amyloid and tau protein biomarkers are better indicators of cognitive decline than higher baseline levels in patients with amnestic mild cognitive impairment (aMCI) and Alzheimer's disease (AD) remains understudied. METHODS: We included 67 participants with twice testing for AD-related plasma biomarkers via immunomagnetic reduction (IMR) assays (amyloid beta [Aβ]1-40, Aβ1-42, total tau [t-Tau], phosphorylated tau [p-Tau] 181, and alpha-synuclein [α-Syn]) and the Mini-Mental State Examination (MMSE) over a 1-year interval. We examined the correlation between biomarker levels (baseline vs. longitudinal change) and annual changes in the MMSE scores. Receiver operating characteristic curve analysis was conducted to compare the biomarkers. RESULTS: After adjustment, faster cognitive decline was correlated with lower baseline levels of t-Tau (β=0.332, p=0.030) and p-Tau 181 (β=0.369, p=0.015) and rapid elevation of t-Tau (β=-0.330, p=0.030) and p-Tau 181 levels (β=-0.431, p=0.004). However, the levels (baseline and longitudinal changes) of Aβ1-40, Aβ1-42, and α-Syn were not correlated with cognitive decline. aMCI converters had lower baseline levels of p-Tau 181 (p=0.002) but larger annual changes (p=0.001) than aMCI non-converters. The change in p-Tau 181 levels showed better discriminatory capacity than the change in t-Tau levels in terms of identifying AD conversion in patients with aMCI, with an area under curve of 86.7% versus 72.2%. CONCLUSION: We found changes in p-Tau 181 levels may be a suitable biomarker for identifying AD conversion.",AD
40432308,Prediction of longitudinal synaptic loss in Alzheimer's disease using tau PET and plasma biomarkers.,"INTRODUCTION: We investigated the associations of longitudinal synaptic loss and cognitive decline with tau burden and plasma biomarkers in Alzheimer's disease (AD). METHODS: Twenty cognitively impaired (CI) individuals and 16 healthy controls (HC) underwent cognitive and plasma biomarker assessments, amyloid positron emission tomography (PET), tau PET, and synaptic density PET; after 1 year, tau and synaptic density PET were repeated. The relationships among tau burden, plasma biomarkers, synaptic density, and cognition were investigated. RESULTS: The CI group had more longitudinal synapse loss and tau deposition than HCs. Longitudinal synaptic loss was positively associated with longitudinal cognitive decline, negatively with longitudinal tau deposition. Plasma glial fibrillary acidic protein (GFAP) mediates the relationship between longitudinal tau deposition and longitudinal synaptic loss. Tau burden, plasma phosphorylated tau181, and GFAP could predict longitudinal synaptic loss and cognitive decline. CONCLUSIONS: The CI group had more longitudinal synapse loss and tau burden increases than HCs. Tau pathology and plasma GFAP could predict longitudinal synapse loss and cognitive decline. HIGHLIGHTS: Cognitively impaired individuals had more longitudinal synapse loss in the medial temporal lobe, and increased tau burden in the widespread neocortex than healthy controls. The longitudinal change of synaptic density was negatively associated with the longitudinal change of tau burden, and positively associated with longitudinal cognitive decline. Plasma glial fibrillary acidic protein (GFAP) mediates the relationship between longitudinal tau deposition and longitudinal synaptic loss. Tau burden, plasma phosphorylated tau181, and GFAP could predict longitudinal synaptic loss and cognitive decline.",AD
40487537,Brain-derived tau to measure treatment effect in Alzheimer's disease and frontotemporal dementia.,"INTRODUCTION: Brain-derived tau (BD-tau) measures tau specifically from brain-derived sources and can differentiate Alzheimer's disease (AD) from other diseases. This study investigated BD-tau as a potential biomarker of treatment effect. METHODS: BD-tau and phosphorylated tau-217 (p-tau217) levels were measured after treatment with an anti-tau drug in AD and behavioral variant frontotemporal dementia (bvFTD) clinical trials, and the association with total tau (t-tau), p-tau181(,) and amyloid beta 42 (Aβ42) was examined. RESULTS: Cerebrospinal fluid (CSF) BD-tau decreased after treatment in the AD cohort; however, no change was seen in bvFTD or p-tau217 in either cohort. CSF t-tau and p-tau181 correlated with BD-tau in AD (r = 0.9113 and 0.7746, p < 0.0001) and bvFTD (r = 1.0 and r = 0.79, p < 0.05). CSF BD-tau did not correlate with serum or plasma BD-tau in bvFTD. DISCUSSION: CSF BD-tau shows potential as a biomarker of treatment effect in AD but not bvFTD. Further research is needed to investigate this effect in blood-based samples and in other neurodegenerative diseases. Trial registration: ACTRN12611001200976, ACTRN12617001218381. HIGHLIGHTS: Cerebrospinal fluid (CSF) brain-derived tau (BD-tau) levels decreased with sodium selenate treatment in patients with Alzheimer's disease (AD).CSF BD-tau levels did not change with sodium selenate treatment in bvFTD.Baseline CSF BD-tau correlated with CSF total tau (t-tau) and phosphorylated tau-181 (p-tau181) in AD and behavioral variant frontotemporal dementia (bvFTD).Baseline serum and plasma BD-tau levels did not correlate with CSF BD-tau in bvFTD.CSF p-tau217 did not change with sodium selenate treatment in AD or bvFTD.",AD
38779175,Novel Biomarkers for Alzheimer's Disease: Plasma Neurofilament Light and Cerebrospinal Fluid.,"Neurodegenerative disorders such as Alzheimer's disease (AD) represent an increasingly significant public health concern. As clinical diagnosis faces challenges, biomarkers are becoming increasingly important in research, trials, and patient assessments. While biomarkers like amyloid-β peptide, tau proteins, CSF levels (Aβ, tau, and p-tau), and neuroimaging techniques are commonly used in AD diagnosis, they are often limited and invasive in monitoring and diagnosis. For this reason, blood-based biomarkers are the optimal choice for detecting neurodegeneration in brain diseases due to their noninvasiveness, affordability, reliability, and consistency. This literature review focuses on plasma neurofilament light (NfL) and CSF NfL as blood-based biomarkers used in recent AD diagnosis. The findings revealed that the core CSF biomarkers of neurodegeneration (T-tau, P-tau, and Aβ42), CSF NFL, and plasma T-tau were strongly associated with Alzheimer's disease, and the core biomarkers were strongly associated with mild cognitive impairment due to Alzheimer's disease. Elevated levels of plasma and cerebrospinal fluid NfL were linked to decreased [18F]FDG uptake in corresponding brain areas. In participants with Aβ positivity (Aβ+), NfL correlated with reduced metabolism in regions susceptible to Alzheimer's disease. In addition, CSF NfL levels correlate with brain atrophy and predict cognitive changes, while plasma total tau does not. Plasma P-tau, especially in combination with Aβ42/Aβ40, is promising for symptomatic AD stages. Though not AD-exclusive, blood NfL holds promise for neurodegeneration detection and assessing treatment efficacy. Given the consistent levels of T-tau, P-tau, Aβ42, and NFL in CSF, their incorporation into both clinical practice and research is highly recommended.",AD
